Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Comments,Description of 0,Description of 1,Description of 2,Description of 3,Description of 4,Description of 5,Description of 6,Description of 7,Description of 8,Description of 9,Title of 0,Title of 1,Title of 2,Title of 3,Title of 4,Title of 5,Title of 6,Title of 7,Title of 8,Title of 9,Composer of 0,Composer of 1,Composer of 2,Composer of 3,Composer of 4,Composer of 5,Composer of 6,Composer of 7,Composer of 8,Composer of 9,Artist of 0,Artist of 1,Artist of 2,Artist of 3,Artist of 4,Artist of 5,Artist of 6,Artist of 7,Artist of 8,Artist of 9,Channel of 0,Channel of 1,Channel of 2,Channel of 3,Channel of 4,Channel of 5,Channel of 6,Channel of 7,Channel of 8,Channel of 9,Album of 0,Album of 1,Album of 2,Album of 3,Album of 4,Album of 5,Album of 6,Album of 7,Album of 8,Album of 9,Track of 0,Track of 1,Track of 2,Track of 3,Track of 4,Track of 5,Track of 6,Track of 7,Track of 8,Track of 9,Key of 0,Key of 1,Key of 2,Key of 3,Key of 4,Key of 5,Key of 6,Key of 7,Key of 8,Key of 9,Key of 10
0.0,1.520875e-06,-8.743488538489792,0.0425,0.929714176,0.191,0.0005842770559999,0.0955,101.769,285293.14117142913,17040476.0,113390.0,20932151.0,6021.0,1.3154078549848942,1.7242220866381939,1.900841346153846,2.234029850746269,1.8139109212934719,2.09400705052879,1.9741379310344829,2.0301204819277108,2.4962365591397853,2.4226118500604596,0.36435045317220544,0.42525930445393534,0.46033653846153844,0.6674626865671642,0.2422208663819402,0.5940070505287897,0.39870689655172414,0.40963855421686746,0.5736559139784947,0.3681983071342201,0.1323262839879154,0.15436241610738255,0.13521634615384615,0.13373134328358208,0.11836485661989017,0.10752056404230317,0.11422413793103449,0.08050383351588171,0.07204301075268817,0.0501813784764208,0.012688821752265862,0.010372178157413058,0.006610576923076923,0.007164179104477612,0.0,0.012338425381903642,0.012392241379310345,0.007667031763417305,0.008602150537634409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.1891192239999999,-5.788,0.0312,0.064964808,0.0,0.000898632125,0.4,75.89,331758.0,71741659.0,571781.0,28359852.0,11467.0,3.922658610271904,5.100671140939596,4.972355769230768,5.614925373134327,5.560097620500304,5.833725029377202,5.960668103448277,5.989047097480833,6.6430107526881725,6.080411124546553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1323262839879154,0.15436241610738255,0.13521634615384615,0.13373134328358208,0.11836485661989017,0.10752056404230317,0.11422413793103449,0.08050383351588171,0.07204301075268817,0.0501813784764208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2203488639999999,-5.622,0.0431,0.005000211,2.25e-06,0.013033145067650843,0.3995203717617664,84.643,307846.0,62917627.0,773549.0,13047107.0,13359.0,3.658610271903322,5.05979255643685,5.037860576923077,5.373731343283582,5.3544844417327635,5.449471210340776,5.540409482758621,5.497809419496167,5.756989247311829,5.257557436517533,0.13595166163141995,0.0,0.0,0.16955223880597015,0.0,0.0,0.0,0.0,0.0,0.0,0.4809667673716012,0.31970713849908483,0.23197115384615385,0.1808955223880597,0.18852959121415497,0.11750881316098707,0.10183189655172414,0.08378970427163199,0.05053763440860215,0.03325272067714631,0.02175226586102719,0.02989627821842587,0.029447115384615384,0.029253731343283584,0.023794996949359364,0.028789659224441832,0.03502155172413793,0.03450164293537788,0.030107526881720432,0.03325272067714631,0.006646525679758308,0.011592434411226357,0.015024038461538462,0.01253731343283582,0.007931665649786455,0.00881316098707403,0.009159482758620689,0.01095290251916758,0.012365591397849462,0.010278113663845224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018126888217522659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.304821217,-5.89,0.0336,0.2726727182499485,0.0,0.0098003439999999,0.393,100.50099919135181,240017.0,463723.0,10095.0,15483196.0,150.0,0.0,0.1610738255033557,0.171875,0.14626865671641792,0.13117754728492984,0.13337250293772032,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.5003021148036254,0.42525930445393534,0.46033653846153844,0.6561194029850747,0.40878584502745574,0.6692126909518213,0.6400862068965517,1.1522453450164292,1.1655913978494623,1.0006045949214026,0.02175226586102719,0.05064063453325198,0.057692307692307696,0.07522388059701493,0.0726052471018914,0.0846063454759107,0.06950431034482758,0.09036144578313253,0.07311827956989247,0.07194679564691657,0.005438066465256798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004270896888346553,0.004807692307692308,0.003582089552238806,0.007321537522879805,0.0023501762632197414,0.0026939655172413795,0.002738225629791895,0.0032258064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5.0,0.2149217989999999,-5.082,0.0264,0.010941048,0.0,0.0018608669999999,0.629,142.975,164467.0,75619943.0,359147.0,112752326.0,5282.0,2.2797583081571,2.801708358755339,3.0420673076923075,3.2674626865671637,3.1952410006101286,3.5235017626321974,3.5204741379310347,3.4791894852135816,4.19516129032258,3.6795646916565903,0.14441087613293052,0.34533251982916413,0.5270432692307692,0.3444776119402985,0.16656497864551556,0.43772032902467684,0.6120689655172413,0.8428258488499452,0.8494623655913979,0.6771463119709794,0.0755287009063444,0.09823062843197071,0.12980769230769232,0.13791044776119402,0.12873703477730322,0.13572267920094008,0.1411637931034483,0.14129244249726178,0.12258064516129032,0.11124546553808948,0.023564954682779457,0.017693715680292862,0.01622596153846154,0.020298507462686566,0.01586333129957291,0.017038777908343124,0.010237068965517241,0.013143483023001095,0.011827956989247311,0.013905683192261185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.1,0.1
5.0,0.0811827369999999,-11.015,0.0362,0.2725675970488285,0.000427,0.000569722789,0.455,125.556,267333.0,18310540.0,269417.3121088179,187296085.0,13123.5,1.772809667673716,2.0390482001220254,2.2764423076923075,2.3605970149253728,2.106772422208664,2.2508813160987073,2.2338362068965516,2.3285870755750273,2.5338709677419353,2.4564691656590085,0.0,0.1610738255033557,0.171875,0.0,0.0,0.0,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.016314199395770394,0.03111653447223917,0.046875,0.051343283582089554,0.06467358145210494,0.0699177438307873,0.07273706896551724,0.059693318729463304,0.06182795698924731,0.062273276904474005,0.03564954682779456,0.03355704697986577,0.025841346153846152,0.023880597014925373,0.02928615009151922,0.023501762632197415,0.020474137931034482,0.019715224534501644,0.012903225806451613,0.009673518742442563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,0.0714733749999999,-10.479,0.107,0.0278181269999999,0.34045699037387306,0.07160501466155995,0.797,164.047,214400.0,13219719.0,47353.0,39559232.0,639.0,1.772809667673716,2.0390482001220254,2.2764423076923075,2.3605970149253728,2.106772422208664,2.2508813160987073,2.2338362068965516,2.3285870755750273,2.5338709677419353,2.4564691656590085,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.0,0.16745005875440658,0.17672413793103448,0.15991237677984665,0.16075268817204302,0.1795646916565901,0.03202416918429003,0.0652837095790116,0.0967548076923077,0.11940298507462686,0.12385600976205004,0.1509988249118684,0.17726293103448276,0.19879518072289157,0.23333333333333334,0.2593712212817412,0.0283987915407855,0.02867602196461257,0.019230769230769232,0.022686567164179106,0.025015253203172667,0.03172737955346651,0.037176724137931036,0.035596933187294635,0.035483870967741936,0.036275695284159616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.2
4.0,0.15896664251325085,-4.179,0.027,2.8934443000000003e-05,0.0,0.0776950929206207,0.37,101.76186332005946,213221.0,8211534.0,75201.0,15062982.0,1533.0,4.78368580060423,5.724222086638193,6.307692307692307,6.4399999999999995,6.794996949359364,7.3002350176263215,7.186422413793105,7.191128148959476,8.080645161290324,7.581015719467954,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.0,0.16745005875440658,0.17672413793103448,0.15991237677984665,0.16075268817204302,0.1795646916565901,0.0755287009063444,0.10067114093959731,0.11057692307692307,0.09791044776119404,0.09884075655887736,0.11633372502937721,0.10183189655172414,0.08707557502738225,0.06881720430107527,0.051390568319226115,0.0283987915407855,0.02867602196461257,0.019230769230769232,0.022686567164179106,0.025015253203172667,0.03172737955346651,0.037176724137931036,0.035596933187294635,0.035483870967741936,0.036275695284159616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2053789999999999,-8.337,0.105,0.23672563207197617,0.0,0.000211708736,0.798,165.246,196213.0,15558789.0,49024.0,35766626.0,4138.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.0,0.16745005875440658,0.17672413793103448,0.15991237677984665,0.16075268817204302,0.1795646916565901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.1881325169999999,-9.629792328857791,0.0285,0.007077888,0.0,0.0006837978409999,0.417,78.554,294493.690951179,111113892.0,634775.0,82011593.62701896,14559.0,1.7969788519637462,2.062233068944478,2.3070913461538463,2.4071641791044773,2.255643685173887,2.3137485311398356,2.266702586206897,2.3576122672508215,2.6419354838709674,2.5513905683192264,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.16656497864551556,0.43772032902467684,0.4181034482758621,0.4715224534501643,0.528494623655914,0.4788391777509069,0.1323262839879154,0.15436241610738255,0.13521634615384615,0.13373134328358208,0.11836485661989017,0.10752056404230317,0.11422413793103449,0.08050383351588171,0.07204301075268817,0.0501813784764208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.3347300432373956,-12.671,0.907,0.43341061832437167,0.0,0.0292181119999999,0.516,79.689,180067.0,1628.0,17.0,317529.0,1.0,0.44652567975830815,0.8798047589993899,1.0895432692307692,1.3516417910447762,1.1629042098840758,1.2937720329024676,1.300646551724138,1.4304490690032856,1.9709677419354836,1.6711003627569527,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.0,0.16745005875440658,0.17672413793103448,0.15991237677984665,0.16075268817204302,0.1795646916565901,0.0755287009063444,0.10067114093959731,0.11057692307692307,0.09791044776119404,0.09884075655887736,0.11633372502937721,0.10183189655172414,0.08707557502738225,0.06881720430107527,0.051390568319226115,0.006646525679758308,0.007321537522879805,0.012620192307692308,0.014925373134328358,0.017693715680292862,0.01527614571092832,0.016163793103448277,0.019715224534501644,0.02204301075268817,0.02418379685610641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.3299191028391599,-8.744308700396385,0.906,0.016777216,2.75e-05,0.0028032209999999,0.472,84.53,180093.0,1628.0,17.0,122078820.55478773,59520.4,0.44652567975830815,0.8798047589993899,1.0895432692307692,1.3516417910447762,1.1629042098840758,1.2937720329024676,1.300646551724138,1.4304490690032856,1.9709677419354836,1.6711003627569527,0.0,0.1610738255033557,0.171875,0.0,0.0,0.0,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.0755287009063444,0.09823062843197071,0.12980769230769232,0.13791044776119402,0.12873703477730322,0.13572267920094008,0.1411637931034483,0.14129244249726178,0.12258064516129032,0.11124546553808948,0.01933534743202417,0.018303843807199512,0.01622596153846154,0.0191044776119403,0.026235509456985967,0.01645123384253819,0.023706896551724137,0.019715224534501644,0.024731182795698924,0.03385731559854897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.0
