id,Danceability
17573,4.0
17574,4.0
17575,4.0
17576,4.0
17577,4.0
17578,6.0
17579,4.0
17580,4.0
17581,4.0
17582,5.0
17583,4.0
17584,4.0
17585,4.0
17586,5.0
17587,4.0
17588,5.0
17589,5.0
17590,4.0
17591,5.0
17592,4.0
17593,5.0
17594,4.0
17595,4.0
17596,4.0
17597,4.0
17598,4.0
17599,4.0
17600,5.0
17601,6.0
17602,4.0
17603,5.0
17604,5.0
17605,5.0
17606,4.0
17607,5.0
17608,5.0
17609,5.0
17610,5.0
17611,4.0
17612,5.0
17613,3.0
17614,5.0
17615,5.0
17616,5.0
17617,5.0
17618,4.0
17619,5.0
17620,5.0
17621,4.0
17622,5.0
17623,5.0
17624,4.0
17625,4.0
17626,4.0
17627,4.0
17628,5.0
17629,6.0
17630,5.0
17631,4.0
17632,4.0
17633,4.0
17634,5.0
17635,4.0
17636,4.0
17637,4.0
17638,6.0
17639,6.0
17640,5.0
17641,6.0
17642,5.0
17643,4.0
17644,4.0
17645,5.0
17646,6.0
17647,4.0
17648,5.0
17649,4.0
17650,4.0
17651,4.0
17652,4.0
17653,4.0
17654,5.0
17655,4.0
17656,4.0
17657,4.0
17658,4.0
17659,4.0
17660,5.0
17661,4.0
17662,5.0
17663,4.0
17664,5.0
17665,3.0
17666,5.0
17667,4.0
17668,3.0
17669,4.0
17670,4.0
17671,4.0
17672,3.0
17673,4.0
17674,4.0
17675,4.0
17676,4.0
17677,4.0
17678,4.0
17679,4.0
17680,6.0
17681,4.0
17682,4.0
17683,4.0
17684,5.0
17685,4.0
17686,5.0
17687,4.0
17688,4.0
17689,6.0
17690,4.0
17691,3.0
17692,5.0
17693,6.0
17694,4.0
17695,6.0
17696,4.0
17697,4.0
17698,4.0
17699,5.0
17700,4.0
17701,4.0
17702,4.0
17703,4.0
17704,4.0
17705,4.0
17706,4.0
17707,4.0
17708,4.0
17709,3.0
17710,4.0
17711,4.0
17712,4.0
17713,4.0
17714,4.0
17715,4.0
17716,4.0
17717,5.0
17718,4.0
17719,4.0
17720,5.0
17721,4.0
17722,4.0
17723,4.0
17724,4.0
17725,4.0
17726,4.0
17727,4.0
17728,5.0
17729,4.0
17730,4.0
17731,5.0
17732,3.0
17733,4.0
17734,4.0
17735,4.0
17736,4.0
17737,4.0
17738,3.0
17739,3.0
17740,4.0
17741,5.0
17742,4.0
17743,4.0
17744,6.0
17745,5.0
17746,4.0
17747,5.0
17748,4.0
17749,4.0
17750,4.0
17751,4.0
17752,4.0
17753,4.0
17754,4.0
17755,5.0
17756,3.0
17757,5.0
17758,5.0
17759,4.0
17760,5.0
17761,4.0
17762,5.0
17763,4.0
17764,5.0
17765,4.0
17766,4.0
17767,4.0
17768,4.0
17769,5.0
17770,4.0
17771,4.0
17772,4.0
17773,4.0
17774,4.0
17775,4.0
17776,4.0
17777,4.0
17778,5.0
17779,4.0
17780,6.0
17781,5.0
17782,4.0
17783,4.0
17784,4.0
17785,4.0
17786,4.0
17787,4.0
17788,4.0
17789,4.0
17790,3.0
17791,3.0
17792,5.0
17793,4.0
17794,4.0
17795,4.0
17796,6.0
17797,4.0
17798,4.0
17799,4.0
17800,5.0
17801,5.0
17802,4.0
17803,4.0
17804,5.0
17805,6.0
17806,4.0
17807,4.0
17808,4.0
17809,4.0
17810,5.0
17811,4.0
17812,4.0
17813,6.0
17814,5.0
17815,4.0
17816,4.0
17817,5.0
17818,5.0
17819,4.0
17820,5.0
17821,4.0
17822,4.0
17823,4.0
17824,6.0
17825,4.0
17826,5.0
17827,4.0
17828,5.0
17829,4.0
17830,4.0
17831,4.0
17832,4.0
17833,5.0
17834,5.0
17835,4.0
17836,4.0
17837,4.0
17838,4.0
17839,4.0
17840,3.0
17841,4.0
17842,4.0
17843,5.0
17844,5.0
17845,4.0
17846,4.0
17847,4.0
17848,4.0
17849,5.0
17850,5.0
17851,5.0
17852,4.0
17853,4.0
17854,4.0
17855,4.0
17856,5.0
17857,4.0
17858,5.0
17859,5.0
17860,5.0
17861,5.0
17862,4.0
17863,4.0
17864,5.0
17865,5.0
17866,5.0
17867,4.0
17868,6.0
17869,4.0
17870,5.0
17871,4.0
17872,5.0
17873,4.0
17874,4.0
17875,4.0
17876,5.0
17877,4.0
17878,5.0
17879,3.0
17880,5.0
17881,4.0
17882,4.0
17883,5.0
17884,4.0
17885,4.0
17886,5.0
17887,5.0
17888,5.0
17889,4.0
17890,5.0
17891,4.0
17892,4.0
17893,5.0
17894,4.0
17895,3.0
17896,4.0
17897,5.0
17898,5.0
17899,5.0
17900,5.0
17901,4.0
17902,4.0
17903,5.0
17904,4.0
17905,4.0
17906,4.0
17907,5.0
17908,4.0
17909,4.0
17910,4.0
17911,5.0
17912,6.0
17913,4.0
17914,4.0
17915,4.0
17916,5.0
17917,4.0
17918,4.0
17919,4.0
17920,4.0
17921,4.0
17922,4.0
17923,4.0
17924,5.0
17925,4.0
17926,4.0
17927,4.0
17928,4.0
17929,5.0
17930,5.0
17931,4.0
17932,5.0
17933,4.0
17934,4.0
17935,5.0
17936,5.0
17937,4.0
17938,3.0
17939,5.0
17940,4.0
17941,5.0
17942,5.0
17943,3.0
17944,4.0
17945,4.0
17946,4.0
17947,4.0
17948,4.0
17949,4.0
17950,5.0
17951,4.0
17952,4.0
17953,6.0
17954,5.0
17955,4.0
17956,4.0
17957,4.0
17958,4.0
17959,4.0
17960,5.0
17961,4.0
17962,4.0
17963,4.0
17964,5.0
17965,3.0
17966,4.0
17967,4.0
17968,4.0
17969,5.0
17970,4.0
17971,5.0
17972,4.0
17973,4.0
17974,4.0
17975,6.0
17976,5.0
17977,5.0
17978,5.0
17979,4.0
17980,5.0
17981,4.0
17982,5.0
17983,4.0
17984,5.0
17985,5.0
17986,4.0
17987,6.0
17988,5.0
17989,5.0
17990,5.0
17991,5.0
17992,4.0
17993,4.0
17994,5.0
17995,6.0
17996,4.0
17997,5.0
17998,5.0
17999,4.0
18000,6.0
18001,5.0
18002,4.0
18003,6.0
18004,4.0
18005,5.0
18006,4.0
18007,5.0
18008,4.0
18009,5.0
18010,5.0
18011,4.0
18012,4.0
18013,5.0
18014,3.0
18015,5.0
18016,5.0
18017,4.0
18018,5.0
18019,3.0
18020,6.0
18021,4.0
18022,4.0
18023,4.0
18024,4.0
18025,3.0
18026,4.0
18027,4.0
18028,5.0
18029,4.0
18030,4.0
18031,4.0
18032,5.0
18033,4.0
18034,4.0
18035,4.0
18036,4.0
18037,5.0
18038,4.0
18039,4.0
18040,3.0
18041,4.0
18042,4.0
18043,4.0
18044,5.0
18045,4.0
18046,5.0
18047,6.0
18048,5.0
18049,4.0
18050,4.0
18051,5.0
18052,5.0
18053,4.0
18054,4.0
18055,4.0
18056,4.0
18057,5.0
18058,6.0
18059,4.0
18060,5.0
18061,5.0
18062,4.0
18063,4.0
18064,4.0
18065,4.0
18066,4.0
18067,4.0
18068,4.0
18069,6.0
18070,5.0
18071,4.0
18072,6.0
18073,5.0
18074,5.0
18075,4.0
18076,5.0
18077,6.0
18078,4.0
18079,6.0
18080,4.0
18081,6.0
18082,6.0
18083,4.0
18084,6.0
18085,6.0
18086,5.0
18087,5.0
18088,5.0
18089,3.0
18090,4.0
18091,4.0
18092,4.0
18093,4.0
18094,3.0
18095,4.0
18096,4.0
18097,4.0
18098,4.0
18099,4.0
18100,4.0
18101,4.0
18102,4.0
18103,4.0
18104,4.0
18105,4.0
18106,4.0
18107,4.0
18108,4.0
18109,3.0
18110,4.0
18111,4.0
18112,4.0
18113,4.0
18114,4.0
18115,5.0
18116,5.0
18117,6.0
18118,4.0
18119,5.0
18120,5.0
18121,4.0
18122,4.0
18123,4.0
18124,4.0
18125,4.0
18126,4.0
18127,4.0
18128,4.0
18129,4.0
18130,3.0
18131,4.0
18132,3.0
18133,4.0
18134,4.0
18135,4.0
18136,4.0
18137,4.0
18138,4.0
18139,4.0
18140,4.0
18141,5.0
18142,4.0
18143,4.0
18144,4.0
18145,4.0
18146,4.0
18147,4.0
18148,4.0
18149,4.0
18150,4.0
18151,5.0
18152,4.0
18153,4.0
18154,4.0
18155,4.0
18156,4.0
18157,4.0
18158,5.0
18159,4.0
18160,3.0
18161,4.0
18162,4.0
18163,4.0
18164,5.0
18165,4.0
18166,4.0
18167,4.0
18168,4.0
18169,5.0
18170,4.0
18171,5.0
18172,4.0
18173,3.0
18174,4.0
18175,4.0
18176,4.0
18177,4.0
18178,4.0
18179,4.0
18180,4.0
18181,4.0
18182,4.0
18183,4.0
18184,4.0
18185,6.0
18186,4.0
18187,4.0
18188,5.0
18189,4.0
18190,4.0
18191,5.0
18192,5.0
18193,4.0
18194,4.0
18195,4.0
18196,4.0
18197,4.0
18198,4.0
18199,4.0
18200,4.0
18201,5.0
18202,4.0
18203,4.0
18204,4.0
18205,4.0
18206,4.0
18207,5.0
18208,4.0
18209,4.0
18210,4.0
18211,4.0
18212,4.0
18213,4.0
18214,4.0
18215,4.0
18216,4.0
18217,4.0
18218,4.0
18219,4.0
18220,4.0
18221,4.0
18222,4.0
18223,4.0
18224,4.0
18225,5.0
18226,5.0
18227,5.0
18228,4.0
18229,5.0
18230,4.0
18231,4.0
18232,5.0
18233,5.0
18234,5.0
18235,4.0
18236,4.0
18237,5.0
18238,5.0
18239,3.0
18240,4.0
18241,4.0
18242,4.0
18243,5.0
18244,5.0
18245,4.0
18246,4.0
18247,5.0
18248,4.0
18249,4.0
18250,4.0
18251,4.0
18252,4.0
18253,4.0
18254,4.0
18255,5.0
18256,6.0
18257,5.0
18258,4.0
18259,4.0
18260,4.0
18261,4.0
18262,4.0
18263,5.0
18264,4.0
18265,4.0
18266,5.0
18267,5.0
18268,5.0
18269,3.0
18270,4.0
18271,4.0
18272,4.0
18273,4.0
18274,4.0
18275,5.0
18276,5.0
18277,4.0
18278,5.0
18279,5.0
18280,5.0
18281,4.0
18282,4.0
18283,3.0
18284,6.0
18285,4.0
18286,4.0
18287,5.0
18288,4.0
18289,5.0
18290,5.0
18291,4.0
18292,5.0
18293,4.0
18294,5.0
18295,5.0
18296,4.0
18297,4.0
18298,4.0
18299,4.0
18300,4.0
18301,4.0
18302,4.0
18303,4.0
18304,4.0
18305,4.0
18306,4.0
18307,4.0
18308,4.0
18309,4.0
18310,5.0
18311,4.0
18312,4.0
18313,3.0
18314,3.0
18315,4.0
18316,4.0
18317,4.0
18318,4.0
18319,4.0
18320,5.0
18321,4.0
18322,5.0
18323,4.0
18324,4.0
18325,4.0
18326,5.0
18327,4.0
18328,4.0
18329,5.0
18330,4.0
18331,5.0
18332,4.0
18333,4.0
18334,5.0
18335,4.0
18336,4.0
18337,4.0
18338,5.0
18339,4.0
18340,5.0
18341,4.0
18342,5.0
18343,4.0
18344,4.0
18345,5.0
18346,4.0
18347,4.0
18348,4.0
18349,4.0
18350,4.0
18351,4.0
18352,4.0
18353,5.0
18354,4.0
18355,4.0
18356,5.0
18357,6.0
18358,4.0
18359,5.0
18360,4.0
18361,4.0
18362,5.0
18363,5.0
18364,6.0
18365,5.0
18366,4.0
18367,5.0
18368,4.0
18369,5.0
18370,5.0
18371,4.0
18372,4.0
18373,4.0
18374,5.0
18375,4.0
18376,4.0
18377,5.0
18378,5.0
18379,5.0
18380,5.0
18381,5.0
18382,4.0
18383,4.0
18384,4.0
18385,4.0
18386,4.0
18387,4.0
18388,4.0
18389,4.0
18390,4.0
18391,4.0
18392,4.0
18393,4.0
18394,5.0
18395,5.0
18396,4.0
18397,4.0
18398,4.0
18399,5.0
18400,5.0
18401,5.0
18402,5.0
18403,4.0
18404,4.0
18405,5.0
18406,3.0
18407,5.0
18408,5.0
18409,4.0
18410,3.0
18411,4.0
18412,5.0
18413,4.0
18414,6.0
18415,4.0
18416,4.0
18417,4.0
18418,5.0
18419,4.0
18420,4.0
18421,4.0
18422,4.0
18423,4.0
18424,4.0
18425,5.0
18426,4.0
18427,5.0
18428,4.0
18429,5.0
18430,4.0
18431,6.0
18432,4.0
18433,6.0
18434,5.0
18435,5.0
18436,4.0
18437,4.0
18438,4.0
18439,5.0
18440,4.0
18441,5.0
18442,3.0
18443,5.0
18444,4.0
18445,6.0
18446,5.0
18447,4.0
18448,4.0
18449,4.0
18450,4.0
18451,5.0
18452,4.0
18453,3.0
18454,5.0
18455,5.0
18456,4.0
18457,4.0
18458,4.0
18459,4.0
18460,4.0
18461,6.0
18462,4.0
18463,6.0
18464,4.0
18465,4.0
18466,4.0
18467,4.0
18468,4.0
18469,5.0
18470,4.0
18471,5.0
18472,4.0
18473,4.0
18474,4.0
18475,4.0
18476,4.0
18477,5.0
18478,4.0
18479,4.0
18480,4.0
18481,5.0
18482,5.0
18483,5.0
18484,4.0
18485,4.0
18486,5.0
18487,5.0
18488,5.0
18489,5.0
18490,4.0
18491,4.0
18492,5.0
18493,4.0
18494,5.0
18495,3.0
18496,4.0
18497,5.0
18498,4.0
18499,5.0
18500,6.0
18501,4.0
18502,5.0
18503,5.0
18504,4.0
18505,4.0
18506,3.0
18507,5.0
18508,5.0
18509,4.0
18510,5.0
18511,5.0
18512,4.0
18513,5.0
18514,5.0
18515,5.0
18516,5.0
18517,4.0
18518,4.0
18519,5.0
18520,4.0
18521,5.0
18522,4.0
18523,5.0
18524,4.0
18525,4.0
18526,4.0
18527,4.0
18528,4.0
18529,4.0
18530,5.0
18531,5.0
18532,4.0
18533,4.0
18534,5.0
18535,5.0
18536,5.0
18537,6.0
18538,4.0
18539,5.0
18540,5.0
18541,4.0
18542,4.0
18543,4.0
18544,4.0
18545,5.0
18546,4.0
18547,5.0
18548,4.0
18549,5.0
18550,4.0
18551,4.0
18552,4.0
18553,4.0
18554,4.0
18555,4.0
18556,4.0
18557,4.0
18558,3.0
18559,4.0
18560,4.0
18561,5.0
18562,4.0
18563,4.0
18564,4.0
18565,4.0
18566,4.0
18567,4.0
18568,4.0
18569,4.0
18570,4.0
18571,4.0
18572,3.0
18573,4.0
18574,4.0
18575,6.0
18576,6.0
18577,5.0
18578,4.0
18579,5.0
18580,4.0
18581,4.0
18582,4.0
18583,4.0
18584,5.0
18585,5.0
18586,4.0
18587,5.0
18588,4.0
18589,4.0
18590,4.0
18591,5.0
18592,4.0
18593,5.0
18594,4.0
18595,4.0
18596,5.0
18597,4.0
18598,4.0
18599,6.0
18600,4.0
18601,4.0
18602,4.0
18603,4.0
18604,4.0
18605,4.0
18606,4.0
18607,4.0
18608,4.0
18609,4.0
18610,4.0
18611,4.0
18612,4.0
18613,4.0
18614,4.0
18615,4.0
18616,5.0
18617,4.0
18618,4.0
18619,4.0
18620,5.0
18621,4.0
18622,5.0
18623,4.0
18624,5.0
18625,4.0
18626,4.0
18627,4.0
18628,5.0
18629,4.0
18630,4.0
18631,5.0
18632,5.0
18633,4.0
18634,3.0
18635,4.0
18636,4.0
18637,3.0
18638,3.0
18639,4.0
18640,5.0
18641,4.0
18642,4.0
18643,4.0
18644,5.0
18645,5.0
18646,5.0
18647,5.0
18648,4.0
18649,5.0
18650,4.0
18651,4.0
18652,4.0
18653,4.0
18654,4.0
18655,5.0
18656,5.0
18657,5.0
18658,4.0
18659,4.0
18660,6.0
18661,4.0
18662,4.0
18663,4.0
18664,4.0
18665,4.0
18666,4.0
18667,4.0
18668,4.0
18669,3.0
18670,4.0
18671,4.0
18672,5.0
18673,3.0
18674,4.0
18675,4.0
18676,5.0
18677,4.0
18678,6.0
18679,4.0
18680,6.0
18681,5.0
18682,4.0
18683,3.0
18684,4.0
18685,3.0
18686,4.0
18687,5.0
18688,4.0
18689,4.0
18690,4.0
18691,4.0
18692,4.0
18693,4.0
18694,4.0
18695,5.0
18696,5.0
18697,4.0
18698,4.0
18699,4.0
18700,4.0
18701,4.0
18702,4.0
18703,5.0
18704,5.0
18705,4.0
18706,4.0
18707,4.0
18708,4.0
18709,4.0
18710,4.0
18711,5.0
18712,4.0
18713,4.0
18714,4.0
18715,4.0
18716,3.0
18717,4.0
18718,4.0
18719,3.0
18720,4.0
18721,5.0
18722,4.0
18723,4.0
18724,5.0
18725,5.0
18726,6.0
18727,5.0
18728,5.0
18729,5.0
18730,5.0
18731,4.0
18732,5.0
18733,4.0
18734,4.0
18735,4.0
18736,4.0
18737,4.0
18738,4.0
18739,4.0
18740,5.0
18741,4.0
18742,5.0
18743,5.0
18744,4.0
18745,4.0
18746,6.0
18747,5.0
18748,4.0
18749,5.0
18750,5.0
18751,4.0
18752,4.0
18753,4.0
18754,5.0
18755,4.0
18756,4.0
18757,4.0
18758,4.0
18759,4.0
18760,5.0
18761,4.0
18762,4.0
18763,4.0
18764,4.0
18765,4.0
18766,4.0
18767,4.0
18768,4.0
18769,4.0
18770,4.0
18771,4.0
18772,4.0
18773,3.0
18774,4.0
18775,4.0
18776,4.0
18777,4.0
18778,4.0
18779,4.0
18780,5.0
18781,4.0
18782,4.0
18783,3.0
18784,4.0
18785,4.0
18786,4.0
18787,5.0
18788,4.0
18789,4.0
18790,5.0
18791,4.0
18792,4.0
18793,4.0
18794,4.0
18795,5.0
18796,4.0
18797,4.0
18798,4.0
18799,4.0
18800,4.0
18801,4.0
18802,4.0
18803,5.0
18804,4.0
18805,4.0
18806,4.0
18807,4.0
18808,4.0
18809,5.0
18810,5.0
18811,4.0
18812,4.0
18813,5.0
18814,4.0
18815,4.0
18816,4.0
18817,4.0
18818,4.0
18819,4.0
18820,4.0
18821,4.0
18822,6.0
18823,4.0
18824,4.0
18825,4.0
18826,6.0
18827,4.0
18828,4.0
18829,4.0
18830,4.0
18831,4.0
18832,4.0
18833,3.0
18834,4.0
18835,3.0
18836,4.0
18837,5.0
18838,5.0
18839,4.0
18840,4.0
18841,4.0
18842,4.0
18843,5.0
18844,4.0
18845,4.0
18846,6.0
18847,4.0
18848,4.0
18849,4.0
18850,6.0
18851,5.0
18852,5.0
18853,4.0
18854,3.0
18855,4.0
18856,5.0
18857,5.0
18858,6.0
18859,4.0
18860,5.0
18861,4.0
18862,4.0
18863,4.0
18864,5.0
18865,4.0
18866,4.0
18867,4.0
18868,4.0
18869,4.0
18870,3.0
18871,9.0
18872,9.0
18873,8.0
18874,4.0
18875,4.0
18876,4.0
18877,5.0
18878,5.0
18879,8.0
18880,4.0
18881,4.0
18882,8.0
18883,4.0
18884,4.0
18885,4.0
18886,8.0
18887,4.0
18888,4.0
18889,5.0
18890,4.0
18891,4.0
18892,5.0
18893,4.0
18894,1.0
18895,6.0
18896,6.0
18897,4.0
18898,3.0
18899,1.0
18900,3.0
18901,5.0
18902,3.0
18903,4.0
18904,5.0
18905,5.0
18906,4.0
18907,4.0
18908,4.0
18909,5.0
18910,5.0
18911,0.0
18912,4.0
18913,4.0
18914,4.0
18915,4.0
18916,5.0
18917,4.0
18918,5.0
18919,2.0
18920,4.0
18921,4.0
18922,4.0
18923,4.0
18924,4.0
18925,5.0
18926,4.0
18927,5.0
18928,4.0
18929,5.0
18930,4.0
18931,5.0
18932,5.0
18933,5.0
18934,5.0
18935,4.0
18936,6.0
18937,5.0
18938,5.0
18939,3.0
18940,0.0
18941,4.0
18942,6.0
18943,4.0
18944,5.0
18945,3.0
18946,3.0
18947,4.0
18948,4.0
18949,5.0
18950,4.0
18951,5.0
18952,4.0
18953,5.0
18954,4.0
18955,3.0
18956,5.0
18957,4.0
18958,4.0
18959,4.0
18960,1.0
18961,4.0
18962,4.0
18963,4.0
18964,4.0
18965,4.0
18966,4.0
18967,4.0
18968,4.0
18969,4.0
18970,4.0
18971,4.0
18972,4.0
18973,4.0
18974,5.0
18975,4.0
18976,6.0
18977,4.0
18978,1.0
18979,4.0
18980,3.0
18981,3.0
18982,4.0
18983,5.0
18984,3.0
18985,4.0
18986,5.0
18987,4.0
18988,4.0
18989,4.0
18990,4.0
18991,3.0
18992,4.0
18993,5.0
18994,2.0
18995,9.0
18996,2.0
18997,4.0
18998,9.0
18999,3.0
19000,4.0
19001,4.0
19002,4.0
19003,1.0
19004,5.0
19005,4.0
19006,4.0
19007,4.0
19008,5.0
19009,4.0
19010,3.0
19011,4.0
19012,4.0
19013,2.0
19014,4.0
19015,6.0
19016,3.0
19017,2.0
19018,4.0
19019,2.0
19020,5.0
19021,4.0
19022,4.0
19023,0.0
19024,4.0
19025,4.0
19026,4.0
19027,5.0
19028,4.0
19029,7.0
19030,5.0
19031,5.0
19032,6.0
19033,5.0
19034,5.0
19035,4.0
19036,5.0
19037,4.0
19038,4.0
19039,4.0
19040,3.0
19041,4.0
19042,5.0
19043,4.0
19044,4.0
19045,7.0
19046,4.0
19047,4.0
19048,2.0
19049,1.0
19050,0.0
19051,5.0
19052,4.0
19053,4.0
19054,4.0
19055,4.0
19056,4.0
19057,4.0
19058,5.0
19059,6.0
19060,4.0
19061,5.0
19062,3.0
19063,9.0
19064,4.0
19065,4.0
19066,4.0
19067,4.0
19068,4.0
19069,4.0
19070,4.0
19071,4.0
19072,4.0
19073,5.0
19074,4.0
19075,4.0
19076,2.0
19077,5.0
19078,5.0
19079,4.0
19080,5.0
19081,6.0
19082,5.0
19083,4.0
19084,4.0
19085,4.0
19086,6.0
19087,0.0
19088,4.0
19089,5.0
19090,4.0
19091,4.0
19092,4.0
19093,4.0
19094,5.0
19095,4.0
19096,4.0
19097,4.0
19098,5.0
19099,4.0
19100,4.0
19101,5.0
19102,4.0
19103,4.0
19104,6.0
19105,5.0
19106,2.0
19107,1.0
19108,5.0
19109,5.0
19110,5.0
19111,1.0
19112,3.0
19113,4.0
19114,4.0
19115,4.0
19116,4.0
19117,4.0
19118,4.0
19119,4.0
19120,4.0
19121,4.0
19122,4.0
19123,4.0
19124,4.0
19125,0.0
19126,4.0
19127,0.0
19128,4.0
19129,4.0
19130,4.0
19131,4.0
19132,4.0
19133,4.0
19134,4.0
19135,4.0
19136,5.0
19137,4.0
19138,4.0
19139,4.0
19140,4.0
19141,4.0
19142,4.0
19143,5.0
19144,3.0
19145,4.0
19146,5.0
19147,4.0
19148,4.0
19149,4.0
19150,5.0
19151,4.0
19152,4.0
19153,5.0
19154,5.0
19155,4.0
19156,4.0
19157,4.0
19158,6.0
19159,4.0
19160,4.0
19161,4.0
19162,5.0
19163,9.0
19164,4.0
19165,4.0
19166,4.0
19167,5.0
